Order Date,Year,Month,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
19-03-2014,2014,3,Matt Connell,Florida,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,324,3,28
19-03-2014,2014,3,Matt Connell,Florida,Office Supplies,Labels,Avery 501,12,4,4
19-03-2014,2014,3,Matt Connell,Florida,Office Supplies,Storage,Crate-A-Files,26,3,2
19-03-2014,2014,3,Matt Connell,Florida,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",34,5,-26
19-03-2014,2014,3,Matt Connell,Florida,Furniture,Furnishings,Eldon Wave Desk Accessories,5,3,1
19-03-2014,2014,3,Matt Connell,Florida,Furniture,Furnishings,Document Clip Frames,20,3,6
19-03-2014,2014,3,Matt Connell,Florida,Technology,Accessories,"LogitechÂ Wireless Boombox Speaker - portable - wireless, wired",170,2,53
21-03-2014,2014,3,Cassandra Brandow,Ohio,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7,2,1
21-03-2014,2014,3,Cassandra Brandow,Ohio,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6,3,2
21-03-2014,2014,3,Thomas Seio,North Carolina,Office Supplies,Storage,Tennsco Commercial Shelving,16,1,-4
21-03-2014,2014,3,Kristen Hastings,Virginia,Technology,Phones,Samsung Galaxy S4 Active,3500,7,910
21-03-2014,2014,3,Kristen Hastings,Virginia,Office Supplies,Labels,Avery 492,14,5,7
21-03-2014,2014,3,Kristen Hastings,Virginia,Office Supplies,Paper,Xerox 1919,123,3,60
21-03-2014,2014,3,Kristen Hastings,Virginia,Office Supplies,Art,American Pencil,9,4,3
21-03-2014,2014,3,Kristen Hastings,Virginia,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",123,3,59
21-03-2014,2014,3,Gary McGarr,Tennessee,Office Supplies,Labels,Avery 505,59,5,22
21-03-2014,2014,3,Gary McGarr,Tennessee,Furniture,Furnishings,DAX Wood Document Frame,33,3,7
21-03-2014,2014,3,Gary McGarr,Tennessee,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,218,3,-11
22-03-2014,2014,3,Craig Carroll,North Carolina,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",8,4,-6
22-03-2014,2014,3,Craig Carroll,North Carolina,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51,5,-39
22-03-2014,2014,3,Beth Fritzler,Arizona,Office Supplies,Paper,Xerox 1951,74,3,23
22-03-2014,2014,3,Beth Fritzler,Arizona,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314,3,-35
22-03-2014,2014,3,Vivian Mathis,Indiana,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16,2,7
23-03-2014,2014,3,Patrick O'Donnell,California,Office Supplies,Storage,Economy Rollaway Files,330,2,86
23-03-2014,2014,3,Patrick O'Donnell,California,Technology,Phones,Ooma Telo VoIP Home Phone System,605,6,38
23-03-2014,2014,3,Bruce Geld,Florida,Office Supplies,Labels,Avery 476,10,3,3
24-03-2014,2014,3,Carlos Daly,New York,Office Supplies,Paper,Xerox 190,25,5,12
24-03-2014,2014,3,Maurice Satty,California,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40,2,15
25-03-2014,2014,3,Annie Zypern,New York,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",367,7,65
25-03-2014,2014,3,Christina Anderson,California,Office Supplies,Art,Newell 35,7,2,2
25-03-2014,2014,3,Christina Anderson,California,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",15,2,4
25-03-2014,2014,3,Christina Anderson,California,Technology,Accessories,ImationÂ SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 8 GB,45,4,16
25-03-2014,2014,3,Christina Anderson,California,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25,6,10
26-03-2014,2014,3,Jonathan Doherty,California,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66,3,9
26-03-2014,2014,3,Damala Kotsonis,California,Office Supplies,Art,Newell 308,3,2,1
26-03-2014,2014,3,Damala Kotsonis,California,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,28,4,9
26-03-2014,2014,3,Damala Kotsonis,California,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,29,2,3
26-03-2014,2014,3,Cindy Stewart,California,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,19,5,9
28-03-2014,2014,3,Christina VanderZanden,Iowa,Office Supplies,Envelopes,Poly String Tie Envelopes,6,3,3
28-03-2014,2014,3,Christina VanderZanden,Iowa,Furniture,Tables,Hon 94000 Series Round Tables,1185,4,107
28-03-2014,2014,3,Daniel Raglin,New Mexico,Technology,Phones,AT&T TR1909W,302,3,23
28-03-2014,2014,3,Mike Pelletier,Ohio,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,331,1,-143
29-03-2014,2014,3,Mike Gockenbach,Texas,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,891,3,-153
30-03-2014,2014,3,Kunst Miller,New York,Office Supplies,Art,Peel-Off China Markers,50,5,21
30-03-2014,2014,3,Dorris liebe,Washington,Office Supplies,Storage,Sterilite Show Offs Storage Containers,16,3,0
30-03-2014,2014,3,Dorris liebe,Washington,Office Supplies,Labels,Avery 490,44,3,22
30-03-2014,2014,3,Susan Gilcrest,New York,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",11,5,3
30-03-2014,2014,3,Guy Armstrong,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,206,2,-12
30-03-2014,2014,3,Mark Packer,Texas,Office Supplies,Envelopes,Airmail Envelopes,336,5,113
30-03-2014,2014,3,Mark Packer,Texas,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,252,7,88
30-03-2014,2014,3,Mark Packer,Texas,Furniture,Chairs,"Global Stack Chair without Arms, Black",127,7,-9
30-03-2014,2014,3,Nat Carroll,Minnesota,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129,2,6
31-03-2014,2014,3,Alex Avila,California,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,674,2,253
31-03-2014,2014,3,Alex Avila,California,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,53,2,15
31-03-2014,2014,3,Jas O'Carroll,Pennsylvania,Office Supplies,Binders,Avery Round Ring Poly Binders,1,1,-1
31-03-2014,2014,3,Dorothy Dickinson,Illinois,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8,7,-14
31-03-2014,2014,3,Dorothy Dickinson,Illinois,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,80,2,14
31-03-2014,2014,3,Karen Bern,Florida,Office Supplies,Binders,Avery Hole Reinforcements,2,1,-1
31-03-2014,2014,3,Trudy Glocke,Florida,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125,7,98
31-03-2014,2014,3,Trudy Glocke,Florida,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,13,5,-10
31-03-2014,2014,3,Trudy Glocke,Florida,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4,2,1
01-04-2014,2014,4,Kunst Miller,California,Office Supplies,Labels,Avery 490,30,2,15
01-04-2014,2014,4,Kunst Miller,California,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17,4,6
01-04-2014,2014,4,Katharine Harms,Massachusetts,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,67,4,3
01-04-2014,2014,4,Katharine Harms,Massachusetts,Office Supplies,Binders,Zipper Ring Binder Pockets,6,2,3
02-04-2014,2014,4,Rob Dowd,Georgia,Office Supplies,Paper,Xerox 1990,16,3,7
02-04-2014,2014,4,Rob Dowd,Georgia,Technology,Phones,Motorola Droid Maxx,1050,7,294
02-04-2014,2014,4,Rob Dowd,Georgia,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,155,5,40
02-04-2014,2014,4,Sam Craven,Texas,Office Supplies,Paper,Xerox 1898,27,5,9
02-04-2014,2014,4,Sam Craven,Texas,Office Supplies,Paper,Xerox 1947,33,7,10
02-04-2014,2014,4,Anna HÃ¤berlin,Virginia,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,178,2,46
03-04-2014,2014,4,Katrina Edelman,California,Office Supplies,Envelopes,Staple envelope,11,2,6
03-04-2014,2014,4,Katrina Edelman,California,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62,3,22
03-04-2014,2014,4,Katrina Edelman,California,Technology,Accessories,Logitech G600 MMO Gaming Mouse,160,2,58
04-04-2014,2014,4,Paul Knutson,California,Office Supplies,Labels,Avery 518,19,6,9
04-04-2014,2014,4,Maurice Satty,Michigan,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5,1,2
04-04-2014,2014,4,Maurice Satty,Michigan,Office Supplies,Art,Newell 319,79,4,24
04-04-2014,2014,4,Mary Zewe,California,Office Supplies,Binders,Avery Non-Stick Binders,7,2,2
04-04-2014,2014,4,Ken Black,Louisiana,Office Supplies,Storage,Safco Commercial Shelving,233,5,9
04-04-2014,2014,4,Ken Black,Louisiana,Technology,Accessories,Logitech Wireless Marathon Mouse M705,100,2,43
04-04-2014,2014,4,Ken Black,Louisiana,Office Supplies,Paper,Xerox 209,19,3,9
04-04-2014,2014,4,Ken Black,Louisiana,Office Supplies,Paper,Xerox 1966,13,2,6
05-04-2014,2014,4,Tracy Hopkins,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55,1,27
05-04-2014,2014,4,Greg Maxwell,Virginia,Office Supplies,Art,Crayola Colored Pencils,23,7,8
05-04-2014,2014,4,Greg Maxwell,Virginia,Technology,Phones,AT&T CL82213,29,1,8
05-04-2014,2014,4,Greg Maxwell,Virginia,Office Supplies,Paper,Xerox 1957,13,2,6
05-04-2014,2014,4,Greg Maxwell,Virginia,Office Supplies,Art,Newell 321,23,7,7
05-04-2014,2014,4,Greg Maxwell,Virginia,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164,5,83
05-04-2014,2014,4,John Grady,Illinois,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",50,4,4
05-04-2014,2014,4,John Grady,Illinois,Office Supplies,Storage,Adjustable Personal File Tote,52,4,4
05-04-2014,2014,4,Ruben Dartt,Michigan,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,27,2,7
05-04-2014,2014,4,Ruben Dartt,Michigan,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40,5,18
05-04-2014,2014,4,Ruben Dartt,Michigan,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",14,3,5
05-04-2014,2014,4,Ruben Dartt,Michigan,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,690,6,21
05-04-2014,2014,4,Roy Phan,Kentucky,Office Supplies,Binders,Ibico Standard Transparent Covers,115,7,57
06-04-2014,2014,4,Guy Phonely,Pennsylvania,Office Supplies,Binders,Large Capacity Hanging Post Binders,45,6,-36
06-04-2014,2014,4,Shirley Daniels,Pennsylvania,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10,1,-2
06-04-2014,2014,4,Shirley Daniels,Pennsylvania,Furniture,Tables,KI Adjustable-Height Table,155,3,-36
06-04-2014,2014,4,Shirley Daniels,Pennsylvania,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,117,2,22
06-04-2014,2014,4,Scott Cohen,Washington,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",654,3,111
06-04-2014,2014,4,Scott Cohen,Washington,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,34,2,2
06-04-2014,2014,4,Andy Yotov,California,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,92,2,16
06-04-2014,2014,4,Andy Yotov,California,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33,7,13
06-04-2014,2014,4,Andy Yotov,California,Office Supplies,Paper,Xerox 211,19,3,9
06-04-2014,2014,4,Andy Yotov,California,Office Supplies,Paper,Xerox 194,55,1,27
06-04-2014,2014,4,Frank Hawley,California,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,71,3,18
06-04-2014,2014,4,Frank Hawley,California,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",66,2,24
06-04-2014,2014,4,Frank Hawley,California,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,300,3,132
07-04-2014,2014,4,Pauline Johnson,Alabama,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",9,2,3
07-04-2014,2014,4,Roland Schwarz,South Carolina,Technology,Phones,AT&T TR1909W,630,5,164
07-04-2014,2014,4,Roland Schwarz,South Carolina,Office Supplies,Paper,Xerox 1945,123,3,60
07-04-2014,2014,4,Valerie Mitchum,Georgia,Office Supplies,Paper,Xerox 226,58,9,28
07-04-2014,2014,4,Valerie Mitchum,Georgia,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,201,3,50
08-04-2014,2014,4,Jim Mitchum,Arizona,Office Supplies,Fasteners,Binder Clips by OIC,2,2,1
08-04-2014,2014,4,Jim Mitchum,Arizona,Office Supplies,Paper,Things To Do Today Spiral Book,19,3,7
08-04-2014,2014,4,Ruben Ausman,Alabama,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1216,8,316
08-04-2014,2014,4,Pauline Chand,Arizona,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",50,8,-12
08-04-2014,2014,4,Nathan Mautz,California,Furniture,Tables,Bevis 36 x 72 Conference Tables,100,1,2
08-04-2014,2014,4,Nathan Mautz,California,Technology,Accessories,Logitech Wireless Headset h800,400,4,140
08-04-2014,2014,4,John Stevenson,Ohio,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172,1,-95
11-04-2014,2014,4,Jay Kimmel,Florida,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",7,3,2
11-04-2014,2014,4,Jay Kimmel,Florida,Technology,Accessories,Logitech Wireless Gaming Headset G930,384,3,82
11-04-2014,2014,4,Jay Kimmel,Florida,Office Supplies,Paper,Xerox 224,10,2,4
11-04-2014,2014,4,Jay Kimmel,Florida,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,336,7,42
11-04-2014,2014,4,Sanjit Engle,Idaho,Office Supplies,Binders,GBC Personal VeloBind Strips,10,1,3
11-04-2014,2014,4,Gary Mitchum,Texas,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758,6,265
11-04-2014,2014,4,Michelle Moray,Montana,Office Supplies,Storage,Eldon Simplefile Box Office,87,7,24
11-04-2014,2014,4,Michelle Moray,Montana,Technology,Phones,AT&T SB67148 SynJ,106,2,9
11-04-2014,2014,4,Michelle Moray,Montana,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217,6,91
12-04-2014,2014,4,Kean Nguyen,California,Technology,Phones,Pyle PMP37LED,1075,14,94
12-04-2014,2014,4,Kean Nguyen,California,Technology,Phones,AT&T 1080 Corded phone,438,4,38
12-04-2014,2014,4,Kean Nguyen,California,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18,7,7
12-04-2014,2014,4,Kean Nguyen,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,309,3,-18
12-04-2014,2014,4,Stewart Visinsky,Indiana,Office Supplies,Paper,Xerox 213,32,5,16
12-04-2014,2014,4,Edward Hooks,California,Office Supplies,Art,Prismacolor Color Pencil Set,40,2,16
13-04-2014,2014,4,Jonathan Doherty,Pennsylvania,Office Supplies,Art,Newell 314,18,4,1
13-04-2014,2014,4,Jonathan Doherty,Pennsylvania,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,510,10,-408
13-04-2014,2014,4,Jonathan Doherty,Pennsylvania,Office Supplies,Fasteners,Staples,31,13,10
13-04-2014,2014,4,Jonathan Doherty,Pennsylvania,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",72,12,8
13-04-2014,2014,4,Ben Ferrer,Maryland,Office Supplies,Labels,Avery 479,8,3,4
15-04-2014,2014,4,Paul Stevenson,California,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,107,2,31
15-04-2014,2014,4,Paul Stevenson,California,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",188,4,77
16-04-2014,2014,4,Stephanie Phelps,North Carolina,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39,6,10
18-04-2014,2014,4,John Lee,California,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,288,4,97
18-04-2014,2014,4,John Lee,California,Office Supplies,Art,Newell 351,13,4,4
18-04-2014,2014,4,John Lee,California,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",11,5,4
18-04-2014,2014,4,John Lee,California,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",12,2,4
18-04-2014,2014,4,Kunst Miller,Texas,Office Supplies,Art,Prang Dustless Chalk Sticks,3,2,1
18-04-2014,2014,4,Kunst Miller,Texas,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317,3,-18
18-04-2014,2014,4,Kunst Miller,Texas,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149,3,50
18-04-2014,2014,4,Kunst Miller,Texas,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,228,3,29
19-04-2014,2014,4,Nicole Fjeld,California,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76,3,27
19-04-2014,2014,4,Allen Goldenen,Virginia,Office Supplies,Binders,GBC Durable Plastic Covers,58,3,27
19-04-2014,2014,4,Allen Goldenen,Virginia,Office Supplies,Paper,Xerox 232,71,11,34
20-04-2014,2014,4,Seth Vernon,Texas,Furniture,Tables,Bush Advantage Collection Round Conference Table,744,5,-96
20-04-2014,2014,4,Seth Vernon,Texas,Office Supplies,Storage,"Personal Folder Holder, Ebony",45,5,6
20-04-2014,2014,4,Seth Vernon,Texas,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,402,2,-132
20-04-2014,2014,4,Benjamin Patterson,California,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",60,4,28
21-04-2014,2014,4,Allen Armold,California,Office Supplies,Binders,ACCOHIDE Binder by Acco,17,5,6
21-04-2014,2014,4,Dorothy Badders,Kentucky,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",829,6,0
22-04-2014,2014,4,Aaron Hawkins,New York,Office Supplies,Envelopes,Staple envelope,248,8,121
22-04-2014,2014,4,Aaron Hawkins,New York,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",10,3,3
23-04-2014,2014,4,Theresa Swint,Pennsylvania,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,3,3,-2
23-04-2014,2014,4,Laurel Beltran,Ohio,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281,2,-12
23-04-2014,2014,4,Laurel Beltran,Ohio,Office Supplies,Binders,Zipper Ring Binder Pockets,7,8,-5
23-04-2014,2014,4,Laurel Beltran,Ohio,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22,4,8
23-04-2014,2014,4,Nathan Mautz,California,Office Supplies,Paper,Xerox 1891,49,1,23
25-04-2014,2014,4,Dianna Arnett,Texas,Office Supplies,Paper,Xerox 1985,10,2,4
25-04-2014,2014,4,Dianna Arnett,Texas,Office Supplies,Art,12 Colored Short Pencils,6,3,1
25-04-2014,2014,4,Lena Creighton,North Carolina,Technology,Phones,AT&T CL2909,302,3,38
25-04-2014,2014,4,Beth Thompson,California,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303,5,64
25-04-2014,2014,4,Beth Thompson,California,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,271,3,79
25-04-2014,2014,4,Beth Thompson,California,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487,5,149
26-04-2014,2014,4,Aleksandra Gannaway,California,Furniture,Chairs,Bevis Steel Folding Chairs,230,3,23
26-04-2014,2014,4,Aleksandra Gannaway,California,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18,6,6
26-04-2014,2014,4,Marc Harrigan,California,Office Supplies,Art,Newell 347,21,5,6
26-04-2014,2014,4,Marc Harrigan,California,Office Supplies,Labels,Avery 495,13,2,6
28-04-2014,2014,4,Muhammed Yedwab,Maryland,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",21,2,9
28-04-2014,2014,4,Muhammed Yedwab,Maryland,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,498,9,129
28-04-2014,2014,4,Muhammed Yedwab,Maryland,Office Supplies,Art,Blackstonian Pencils,5,2,2
28-04-2014,2014,4,Muhammed Yedwab,Maryland,Office Supplies,Labels,Avery 488,3,1,2
28-04-2014,2014,4,George Bell,Ohio,Office Supplies,Labels,Avery File Folder Labels,7,3,3
28-04-2014,2014,4,George Bell,Ohio,Office Supplies,Storage,X-Rack File for Hanging Folders,27,3,2
28-04-2014,2014,4,George Bell,Ohio,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",178,2,-38
28-04-2014,2014,4,Arianne Irving,California,Technology,Phones,Samsung Galaxy Mega 6.3,1680,5,126
28-04-2014,2014,4,David Smith,New York,Technology,Accessories,Logitech G600 MMO Gaming Mouse,160,2,58
29-04-2014,2014,4,Lauren Leatherbury,New York,Furniture,Furnishings,Dax Clear Box Frame,17,2,6
29-04-2014,2014,4,Harry Greene,Louisiana,Furniture,Chairs,"Global Stack Chair without Arms, Black",52,2,13
